,content
26,"Hy vọng lời nhắn này sẽ đến được với NS Hoài Linh...

Hy vọng lời nhắn này sẽ đến được với NS Hoài Linh...

CANHCO.NET
Thay lời khán giả gửi tới NS Hoài Linh và câu chuyện từ thiện
Sự việc hơn 13 tỉ đồng từ thiện của NSƯT Hoài Linh đã thổi bùng lên những tranh cãi. Dù Hoài Linh đã lên tiếng giải thích về chuyện chậm giải ngân và đi

CANHCO.NET
Thay lời khán giả gửi tới NS Hoài Linh và câu chuyện từ thiện"
27,"Người dân Bắc Giang mổ lợn, san gạo cho công nhân vùng tâm dịch <3
Người ngoại tỉnh rời quê đi làm công nhân là một trong những đối tượng dễ bị tổn thương nhất vì dịch COVID-19. Tại Bắc Giang, họ được người… More dân địa phương san sẻ từng nắm gạo, mớ rau hoặc giảm giá phòng trọ để cùng nhau vượt qua giai đoạn khó khăn.
Tại các khu công nghiệp, chính quyền đang căng mình kiểm soát và yêu cầu công nhân không di chuyển về quê hoặc sang tỉnh ngoài. Không được đi làm, công nhân tạm ở trong nhà trọ để thực hiện nghiêm việc phòng chống dịch bệnh.
Đổi lại, chính quyền và nhiều người dân ở Bắc Giang đã tiến hành hỗ trợ các công nhân, đặc biệt là những người mới đi làm, chưa nhận được tiền lương từ công… More

Người dân Bắc Giang mổ lợn, san gạo cho công nhân vùng tâm dịch <3

Người ngoại tỉnh rời quê đi làm công nhân là một trong những đối tượng dễ bị tổn thương nhất vì dịch COVID-19. Tại Bắc Giang, họ được người dân địa phương san sẻ từng nắm gạo, mớ rau hoặc giảm giá phòng trọ để cùng nhau vượt qua giai đoạn khó khăn.

Tại các khu công nghiệp, chính quyền đang căng mình kiểm soát và yêu cầu công nhân không di chuyển về quê hoặc sang tỉnh ngoài. Không được đi làm, công nhân tạm ở trong nhà trọ để thực hiện nghiêm việc phòng chống dịch bệnh.

Đổi lại, chính quyền và nhiều người dân ở Bắc Giang đã tiến hành hỗ trợ các công nhân, đặc biệt là những người mới đi làm, chưa nhận được tiền lương từ công…

+15"
28,"Tin mới nhận: Lê Dũng Vova, chủ kênh YouTube CHTV vừa bị công an tống đạt lệnh bắt nhưng vắng mặt. Có thể phải đối diện với lệnh truy nã toàn quốc.

Tin mới nhận: Lê Dũng Vova, chủ kênh YouTube CHTV vừa bị công an tống đạt lệnh bắt nhưng vắng mặt. Có thể phải đối diện với lệnh truy nã toàn quốc.

CANHCO.NET
Lê Dũng Vova: Chân dung kẻ hút máu dân nghèo, trục lợi từ điểm nóng Đồng Tâm
Theo dòng Chân Dung Đối Tượng, kỳ trước đã giới thiệu về chân dung Trương Châu Hữu Danh, kỳ này, Cánh Cò trân trọng giới thiệu bài viết “Chân dung kẻ hút

CANHCO.NET
Lê Dũng Vova: Chân dung kẻ hút máu dân nghèo, trục lợi từ điểm nóng Đồng Tâm"
29,"Người dân Bắc Giang chung tay cung cấp hàng chục ngàn suất ăn, bó rau ấm lòng công nhân ngoại tỉnh vượt qua dịch Covid-19.
Số ca nhiễm Covid-19 tăng cao, Bắc Giang dừng hoạt động 4 khu công nghiệp. Hàng trăm… More ngàn công nhân tạm thất nghiệp, chỉ một huyện đã có khoảng 2 vạn công nhân ở trọ không được phép ra khỏi nhà. Hàng quán đóng cửa khiến cuộc sống của công nhân khó khăn muôn phần. Tình trạng thiếu thực phẩm, nhu yếu phẩm... đang ngày càng là áp lực lớn đối với người lao động ngoại tỉnh. Vì thế, nhiều người Bắc Giang đã kêu gọi chung tay giúp họ vượt qua đại dịch.
Trên các hội nhóm công nhân, nhiều người để lại lời nhắn cần hỗ trợ về lương thực, thực phẩm. “Thôn Núi Hiểu, các dãy trọ nhà… More

Người dân Bắc Giang chung tay cung cấp hàng chục ngàn suất ăn, bó rau ấm lòng công nhân ngoại tỉnh vượt qua dịch Covid-19.

Số ca nhiễm Covid-19 tăng cao, Bắc Giang dừng hoạt động 4 khu công nghiệp. Hàng trăm ngàn công nhân tạm thất nghiệp, chỉ một huyện đã có khoảng 2 vạn công nhân ở trọ không được phép ra khỏi nhà. Hàng quán đóng cửa khiến cuộc sống của công nhân khó khăn muôn phần. Tình trạng thiếu thực phẩm, nhu yếu phẩm... đang ngày càng là áp lực lớn đối với người lao động ngoại tỉnh. Vì thế, nhiều người Bắc Giang đã kêu gọi chung tay giúp họ vượt qua đại dịch.

Trên các hội nhóm công nhân, nhiều người để lại lời nhắn cần hỗ trợ về lương thực, thực phẩm. “Thôn Núi Hiểu, các dãy trọ nhà…

+24"
30,"Em là cô gái xinh xắn, lạc quan và đầy nghị lực. Nhưng đặt chân đến Ấn Độ chưa đầy ba tuần, Covid đã quật ngã em.
Ngày chính thức nhận kết quả dương tính là ngày sinh nhật em, cũng là ngày đất nước thống nhất,… More 30/4.
Trong buổi sinh nhật online đặc biệt đó, mọi người chúc em chóng lành bệnh và ngủ ngon. Nhưng không may, đêm đó lại là một đêm kinh hoàng. Em sốt cao, rất nhiều mồ hôi. Em không dám ngủ vì thấy chỉ số bão hòa oxy trong máu tầm 95%. Em sợ ""ngủ rồi sẽ không bao giờ tỉnh lại""...😭

Em là cô gái xinh xắn, lạc quan và đầy nghị lực. Nhưng đặt chân đến Ấn Độ chưa đầy ba tuần, Covid đã quật ngã em.

Ngày chính thức nhận kết quả dương tính là ngày sinh nhật em, cũng là ngày đất nước thống nhất, 30/4.

Trong buổi sinh nhật online đặc biệt đó, mọi người chúc em chóng lành bệnh và ngủ ngon. Nhưng không may, đêm đó lại là một đêm kinh hoàng. Em sốt cao, rất nhiều mồ hôi. Em không dám ngủ vì thấy chỉ số bão hòa oxy trong máu tầm 95%. Em sợ ""ngủ rồi sẽ không bao giờ tỉnh lại""...😭

CANHCO.NET
Con người và dịch bệnh: Cuộc chiến không cân sức
Tôi viết nh ững dòng này tại New Delhi ngày 25/5/2021, tâm trạng như đang trong một bộ phim viễn tưởng. Đợt tấn công thứ hai của đại dịch vào Ấn Độ lần

CANHCO.NET
Con người và dịch bệnh: Cuộc chiến không cân sức"
31,"CHỦ QUÁN ĂN BẮC GIANG NẤU HÀNG NGÀN SUẤT CƠM TẶNG CÔNG NHÂN BỊ MẮC KẸT
Nghe về hoàn cảnh khó khăn của nhiều người dân khu vực phong tỏa, đặc biệt là những công nhân ở trọ bị mắc kẹt. Họ là người tỉnh khác về… More làm việc, không có người thân ở đây, việc phong tỏa gấp khiến nhiều người lâm vào tình cảnh khó khăn, có người kể mấy ngày qua chỉ ăn mì tôm trừ bữa.
Nguyễn Văn Tự (Sinh năm 1985, Yên Dũng) bồn chồn không yên. Từ 5h, mọi người đã bắt đầu sơ chế lượng lớn rau củ, thịt cá rồi tiến hành nấu nướng cho kịp giờ phát cơm, chia làm 2 bữa trưa khoảng 600, chiều 250 suất cơm.
Có lúc cơm hết mà vẫn có người nhắn tin xin đồ ăn, tôi lấy luôn chỗ bún còn lại của quán cho mọi người, hy vọng có thể giúp họ qua bữa.

CHỦ QUÁN ĂN BẮC GIANG NẤU HÀNG NGÀN SUẤT CƠM TẶNG CÔNG NHÂN BỊ MẮC KẸT

Nghe về hoàn cảnh khó khăn của nhiều người dân khu vực phong tỏa, đặc biệt là những công nhân ở trọ bị mắc kẹt. Họ là người tỉnh khác về làm việc, không có người thân ở đây, việc phong tỏa gấp khiến nhiều người lâm vào tình cảnh khó khăn, có người kể mấy ngày qua chỉ ăn mì tôm trừ bữa.

Nguyễn Văn Tự (Sinh năm 1985, Yên Dũng) bồn chồn không yên. Từ 5h, mọi người đã bắt đầu sơ chế lượng lớn rau củ, thịt cá rồi tiến hành nấu nướng cho kịp giờ phát cơm, chia làm 2 bữa trưa khoảng 600, chiều 250 suất cơm.

Có lúc cơm hết mà vẫn có người nhắn tin xin đồ ăn, tôi lấy luôn chỗ bún còn lại của quán cho mọi người, hy vọng có thể giúp họ qua bữa.

"
32,"Long An sắp cân đối ngân sách rồi, tỉnh thứ 2 sau Cần Thơ.
Diễn giải các khoản thu của địa phương:
1) Cột thứ 3 là khoản thu về (Thuế tài nguyên, Thuế sử dụng đất nông nghiệp; Thuế sử dụng đất phi nông nghiệp;… More Tiền sử dụng đất; Tiền cho thuê đất, thuê mặt nước; Tiền cho thuê và tiền bán nhà ở thuộc sở hữu nhà nước; Lệ phí môn bài; Lệ phí trước bạ; Thu từ hoạt động xổ số kiến thiết, kể cả hoạt động xổ số điện toán,...) mấy khoảng này các tỉnh thu được giữ lại 100%
2) Cột thứ 4 là khoản thu về (thuế GTGT, thuế thu nhập doanh nghiệp, thuế thu nhập cá nhân, thuế tiêu thụ đặt biệt, thuế bảo vệ môi trường,...) mấy khoản này sẽ phân chia giữa TƯ và tỉnh, ví dụ Cần Thơ giữ lại 91% còn LA đang được giữ lại 100%

Long An sắp cân đối ngân sách rồi, tỉnh thứ 2 sau Cần Thơ.

Diễn giải các khoản thu của địa phương:

1) Cột thứ 3 là khoản thu về (Thuế tài nguyên, Thuế sử dụng đất nông nghiệp; Thuế sử dụng đất phi nông nghiệp; Tiền sử dụng đất; Tiền cho thuê đất, thuê mặt nước; Tiền cho thuê và tiền bán nhà ở thuộc sở hữu nhà nước; Lệ phí môn bài; Lệ phí trước bạ; Thu từ hoạt động xổ số kiến thiết, kể cả hoạt động xổ số điện toán,...) mấy khoảng này các tỉnh thu được giữ lại 100%

2) Cột thứ 4 là khoản thu về (thuế GTGT, thuế thu nhập doanh nghiệp, thuế thu nhập cá nhân, thuế tiêu thụ đặt biệt, thuế bảo vệ môi trường,...) mấy khoản này sẽ phân chia giữa TƯ và tỉnh, ví dụ Cần Thơ giữ lại 91% còn LA đang được giữ lại 100%

+2"
33,"Vụ livestream của chị Hằng xứng đáng đi vào lịch sử đụng chạm tới Hoài Linh – nhân vật quyền lực nhất giới showbiz Việt. Đúng sai hạ hồi phân giải, nội dung buổi lives chỉ có thể gói gọn bằng 3 chữ – QUÁ KINH KHỦNG.

Vụ livestream của chị Hằng xứng đáng đi vào lịch sử đụng chạm tới Hoài Linh – nhân vật quyền lực nhất giới showbiz Việt. Đúng sai hạ hồi phân giải, nội dung buổi lives chỉ có thể gói gọn bằng 3 chữ – QUÁ KINH KHỦNG.

CANHCO.NET
Không có thần tượng mãi mãi, chỉ có lòng yêu nước và tình đồng bào là vĩnh cửu
Show diễn trong im lặng tệ hại nhất của Hoài Linh kéo dài suốt 6 tháng qua đã trở nên ồn ào nhất, thu hút lượng theo dõi anh cao nhất từ trước đến nay.

CANHCO.NET
Không có thần tượng mãi mãi, chỉ có lòng yêu nước và tình đồng bào là vĩnh cửu"
34,"NÓNG: Hoài Linh chính thức bị khởi kiện... Sự việc ngày càng được lôi ra ánh sáng!

NÓNG: Hoài Linh chính thức bị khởi kiện... Sự việc ngày càng được lôi ra ánh sáng!

CANHCO.NET
Hoài Linh chính thức bị khởi kiện vì tội lừa đảo chiếm đoạt tài sản.
Kèm theo đó, người tố giác Hoài Linh còn gây chú ý bởi hình ảnh biên lai chuyển tiền, đơn tố giác tội phạm,... mà phía mạnh thường quân uỷ quyền cho mình.

CANHCO.NET
Hoài Linh chính thức bị khởi kiện vì tội lừa đảo chiếm đoạt tài sản."
35,"CSGT Hải Phòng kịp thời ngăn người mẹ trẻ ôm con nhỏ định nhảy cầu tự t.ử.
Do mâu thuẫn gia đình, người phụ nữ trẻ ôm con nhỏ hơn 5 tháng tuổi định nh.ảy cầu tự tử. Khoảng 8 giờ 30 ngày 25.5, chị H. bế đứa con… More có nhiều biểu hiện bất thường, tìm cách lên thành cầu An Đồng để nhảy xuống sông.
Hiện tượng bất thường như vậy, người dân đi đường đã báo cảnh sát giao thông đội số 1 đang tuần tra gần đó. Các chiến sỹ công an đã kịp thời tới hiện trường, khuyên nhủ chị H. không nghĩ quẩn làm điều dại dột.
""Khi chúng tôi có mặt thì thấy 1 cô gái rất trẻ, tinh thần lúc đó bất ổn, trên tay ôm 1 cháu bé sơ sinh rất dễ thương và đang có ý định nhảy xuống sông. Sau 1 thời gian cùng với nhân dân thuyết… More

CSGT Hải Phòng kịp thời ngăn người mẹ trẻ ôm con nhỏ định nhảy cầu tự t.ử.

Do mâu thuẫn gia đình, người phụ nữ trẻ ôm con nhỏ hơn 5 tháng tuổi định nh.ảy cầu tự tử. Khoảng 8 giờ 30 ngày 25.5, chị H. bế đứa con có nhiều biểu hiện bất thường, tìm cách lên thành cầu An Đồng để nhảy xuống sông.

Hiện tượng bất thường như vậy, người dân đi đường đã báo cảnh sát giao thông đội số 1 đang tuần tra gần đó. Các chiến sỹ công an đã kịp thời tới hiện trường, khuyên nhủ chị H. không nghĩ quẩn làm điều dại dột.

""Khi chúng tôi có mặt thì thấy 1 cô gái rất trẻ, tinh thần lúc đó bất ổn, trên tay ôm 1 cháu bé sơ sinh rất dễ thương và đang có ý định nhảy xuống sông. Sau 1 thời gian cùng với nhân dân thuyết…

"
36,"Nghi thức tắm Phật xuất hiện lâu đời tại Ấn Độ, Trung Quốc và khu vực Trung Á, đến nay được thực hiện trong hầu hết các cộng đồng Phật giáo trên thế giới để thể hiện sự hân hoan của Phật tử đối với sự xuất hiện… More đấng Giác ngộ vào năm 624 trước Công nguyên.
Trong nghi thức này, sau khi đạo tràng tụng kinh, mọi người cùng tụng kệ và chú Tắm Phật rồi đi đến lễ đài, nơi có tượng Phật sơ sinh đặt trong bồn, chắp tay đảnh lễ, múc nước thơm nhẹ nhàng tưới lên hai vai ngài, đồng thời lắng lòng quán tưởng về dòng nước cam lộ rửa trôi tham, sân, si ra khỏi tâm tư. Nước tắm Phật được nấu từ các loại hoa thơm hoặc hương liệu, hay đơn giản là nước mưa tinh sạch.
Nghi thức này xuất phát từ câu chuyện đản… More

Nghi thức tắm Phật xuất hiện lâu đời tại Ấn Độ, Trung Quốc và khu vực Trung Á, đến nay được thực hiện trong hầu hết các cộng đồng Phật giáo trên thế giới để thể hiện sự hân hoan của Phật tử đối với sự xuất hiện đấng Giác ngộ vào năm 624 trước Công nguyên.

Trong nghi thức này, sau khi đạo tràng tụng kinh, mọi người cùng tụng kệ và chú Tắm Phật rồi đi đến lễ đài, nơi có tượng Phật sơ sinh đặt trong bồn, chắp tay đảnh lễ, múc nước thơm nhẹ nhàng tưới lên hai vai ngài, đồng thời lắng lòng quán tưởng về dòng nước cam lộ rửa trôi tham, sân, si ra khỏi tâm tư. Nước tắm Phật được nấu từ các loại hoa thơm hoặc hương liệu, hay đơn giản là nước mưa tinh sạch.

Nghi thức này xuất phát từ câu chuyện đản…

"
